Location,Time,PM2.5,PM10,CO,CO2,SO2,NO2,O3,AQI,AQI Bucket
Baner,16:00,99.45621463,305.0751199,12.11861805,422.273518,69.24676908,206.5918346,386.7010128,545.6540936,Hazardous
Baner,16:00,199.7569554,23.48169669,14.65522754,303.970507,232.3893987,333.1474884,296.6146164,557.3503053,Hazardous
Pimple Saudagar,16:00,118.8263211,202.5966031,10.88673522,433.5489242,78.61473871,139.0696944,312.1899866,436.5354071,Hazardous
Kothrud,20:00,66.73064676,52.8679065,13.3194289,356.235497,18.08506925,306.0176286,231.3678594,350.8539842,Hazardous
Aundh,20:00,59.95075318,84.82270562,11.92524175,430.106675,56.22850649,264.0285782,208.406261,348.643644,Hazardous
Deccan,20:00,236.0048739,289.0367957,10.70420432,496.3109143,258.4619013,338.6874796,125.1825328,634.3909959,Hazardous
Deccan,20:00,189.201865,63.57148058,13.43363693,479.4141102,292.9594109,320.1811021,200.403174,546.5921532,Hazardous
Sinhagad Road,16:00,178.2175029,215.842578,11.45794433,483.0733084,263.4365912,323.3807369,244.8312502,624.3122739,Hazardous
Koregaon Park,20:00,109.0362771,245.7648777,14.77337107,495.0655121,19.02324563,332.9420325,49.63024384,392.9717094,Hazardous
Pimple Saudagar,16:00,139.4036417,88.77947145,10.03127455,411.6366725,306.7167375,192.6935783,348.391738,548.023858,Hazardous
Kothrud,08:00,190.0295424,396.657552,12.09474836,314.7675182,289.4675136,243.6666678,334.6868433,739.3488079,Hazardous
Shivaji Nagar,20:00,22.18783755,105.3568603,14.34514613,401.4398295,247.0033605,280.3233685,65.50693357,374.5343263,Hazardous
Shivaji Nagar,16:00,202.7647064,154.3113345,11.55335338,393.4865613,23.08515317,359.3175077,389.1406216,575.8630151,Hazardous
Aundh,08:00,174.6469302,38.00109423,14.3689073,390.5047317,280.5098416,28.01981115,39.25128419,294.583388,Very Unhealthy
Hadapsar,12:00,30.94471338,339.9064395,11.61580969,376.2412582,154.2812803,37.7104244,80.50219236,333.2883347,Hazardous
Pimple Saudagar,12:00,155.0765698,379.1587464,14.63331914,406.5994154,190.5172936,375.4523902,247.9181587,688.6948985,Hazardous
Kothrud,20:00,205.6839435,373.9502058,12.87649871,416.785954,56.96782543,393.1566573,94.04005618,574.7758428,Hazardous
Pimple Saudagar,20:00,126.8899327,74.96249397,13.63269892,458.8927964,253.2268595,153.4583838,262.9283375,449.3657026,Hazardous
Sinhagad Road,12:00,158.2168571,346.2326437,11.20157297,493.3657986,325.1426278,219.6628341,113.8523644,592.7552365,Hazardous
Koregaon Park,20:00,233.0962217,127.6750151,14.83483317,457.7630283,272.3065311,286.818898,394.5221047,672.0442184,Hazardous
Hadapsar,16:00,216.0985135,80.855424,13.23512183,415.7970516,34.96253731,204.0062441,226.9513215,394.6721421,Hazardous
Kothrud,16:00,195.0107089,396.1578559,11.62143384,489.4048304,52.40458342,115.3532487,58.85344504,420.5113548,Hazardous
Baner,12:00,151.9862697,335.7368569,13.19626211,336.5358238,103.233501,177.1953955,398.4096239,596.4770856,Hazardous
Deccan,08:00,77.60390272,37.72134237,11.65059027,465.9121068,213.8250083,93.71167919,299.2602073,372.7116602,Hazardous
Baner,12:00,25.87420092,365.7154497,13.39336693,378.3864158,119.1651706,163.3631487,198.1788863,449.541795,Hazardous
Sinhagad Road,08:00,19.69772916,352.8408089,13.61407765,437.9184507,351.5515952,239.3791066,73.74936113,532.2233781,Hazardous
Koregaon Park,08:00,98.97857034,177.8809878,14.28161154,391.408204,228.0252917,381.8592435,170.9202352,543.1137758,Hazardous
Sinhagad Road,08:00,102.9193627,313.9401977,14.98104484,325.9643089,384.6095724,132.2361698,118.5168431,541.0921177,Hazardous
Aundh,16:00,177.2178331,333.9022275,14.95763645,312.6980563,287.7533038,202.5544536,72.04749853,551.6952948,Hazardous
Shivaji Nagar,08:00,17.68111357,230.3808273,11.99547858,371.90065,360.4141921,14.28104334,102.8909991,374.8195663,Hazardous
Kothrud,08:00,53.47422052,246.477541,14.64384592,371.7687197,125.6384724,320.32032,273.3875046,524.2928752,Hazardous
Hadapsar,12:00,235.5211422,296.9479389,12.70884333,313.4232887,398.9440695,313.0322766,316.7811675,793.3221407,Hazardous
Pimple Saudagar,20:00,195.3111163,239.417931,13.41047773,493.3405901,346.6795479,47.16244196,160.4178909,507.9049418,Hazardous
Deccan,16:00,143.2166116,366.9003428,13.96356012,427.8865004,287.1203944,77.67539878,308.1378355,605.4888516,Hazardous
Shivaji Nagar,20:00,144.1439439,57.12127464,12.31174262,306.2598025,320.9717616,281.1701617,327.7817186,577.9061729,Hazardous
Deccan,16:00,153.8051683,138.6548429,11.35205889,491.7951907,324.7127221,294.0596251,128.1087438,531.02261,Hazardous
Deccan,08:00,159.5250356,58.51679644,12.70808556,308.4479171,248.5069713,136.6442393,186.1600377,407.3846257,Hazardous
Sinhagad Road,16:00,25.26655021,225.9375307,14.30286595,332.5932869,363.148207,11.30716847,335.8481215,495.0566549,Hazardous
Kothrud,12:00,36.42904959,105.7601288,14.60478885,338.0406871,380.5695019,57.25897542,14.65930696,311.9432702,Hazardous
Baner,16:00,85.68339057,156.4173332,11.29073483,374.951432,100.2791956,202.6044638,12.4979968,290.0319248,Very Unhealthy
Sinhagad Road,16:00,248.0824423,158.4175045,11.51040947,405.2879645,361.526952,100.7204528,103.4720002,497.6200854,Hazardous
Shivaji Nagar,12:00,70.74085852,344.3903989,11.47806249,318.2564609,116.462435,353.4883343,338.3893611,623.2137564,Hazardous
Kothrud,16:00,86.85802021,326.6485556,11.65420895,431.1424668,228.2177199,288.6011701,345.1234281,649.3786559,Hazardous
Kothrud,08:00,155.0783111,325.2749883,12.42617366,332.3884587,352.7819526,89.75758067,290.4774267,619.1113033,Hazardous
Pimple Saudagar,08:00,159.1424375,262.8929366,10.94132391,412.9628679,359.4486891,273.434507,285.9367641,681.3689911,Hazardous
Shivaji Nagar,08:00,221.9639728,333.089708,14.90029491,385.1644132,20.58058808,195.5444612,202.2585329,501.6189264,Hazardous
Sinhagad Road,12:00,128.4271381,269.3268981,14.96432056,428.3765438,141.0876543,110.1287511,72.29130972,375.5951962,Hazardous
Koregaon Park,20:00,213.6278614,216.0040687,10.98670868,393.7310921,62.86223571,152.0910861,205.7991469,436.1789081,Hazardous
Koregaon Park,16:00,234.1085803,237.6886673,13.80020864,422.3112633,175.5229208,260.8710489,90.89476451,513.3431996,Hazardous
Koregaon Park,20:00,222.6663996,214.9420847,13.28502729,466.3397901,15.39952668,227.037123,205.34208,455.9786343,Hazardous
Shivaji Nagar,08:00,226.7745682,207.9845983,11.17267753,386.0337063,37.01143804,311.4921184,329.1680917,567.3880849,Hazardous
Deccan,12:00,178.718752,119.3701025,14.51634034,435.5064244,340.4657275,42.21749264,117.1662415,413.4854984,Hazardous
Hadapsar,12:00,75.5095248,236.500021,13.45701173,389.0734975,137.0922988,189.3250409,330.9390367,498.1399729,Hazardous
Pimple Saudagar,12:00,77.22647578,103.64509,10.68174211,478.8927963,102.0877988,180.7476036,169.7335013,327.4019768,Hazardous
Sinhagad Road,12:00,183.2374411,195.4978063,14.53065632,444.9689766,324.7926228,99.2764576,355.3369488,593.6012946,Hazardous
Shivaji Nagar,12:00,170.6272506,250.6855356,12.81969143,300.6154445,92.7630325,278.779884,78.66682209,448.5809538,Hazardous
Sinhagad Road,12:00,11.86348544,206.7193243,14.25954211,431.3537094,66.29291012,390.8689636,315.573245,509.9185063,Hazardous
Baner,16:00,27.98915836,358.3404285,14.66736149,468.977177,242.5456178,363.0959277,202.2934928,611.799674,Hazardous
Baner,16:00,19.08300239,278.6045971,12.09674226,419.5933125,182.4350816,364.2631356,391.4861467,630.032724,Hazardous
Hadapsar,16:00,232.8043943,353.3629144,14.83621172,460.0877268,273.9948572,66.26126936,150.7148665,553.4053626,Hazardous
Baner,12:00,73.17306206,172.3303862,13.10098282,344.1042997,58.11355984,356.4360391,386.5832945,536.4191537,Hazardous
Sinhagad Road,16:00,133.8980155,278.6979186,12.24730791,350.4372946,156.6236336,339.5493139,228.4990901,580.8812937,Hazardous
Aundh,12:00,104.7748551,227.0863974,11.68241791,318.8366391,185.3077417,396.1931188,296.558958,616.6429534,Hazardous
Hadapsar,16:00,76.01039113,392.8876575,13.56358277,452.8139647,24.2091424,37.2230734,213.4507508,385.4540904,Hazardous
Hadapsar,16:00,105.9762425,338.773812,14.04380406,492.9702004,97.68189129,368.4674085,393.3527472,666.1698548,Hazardous
Pimple Saudagar,20:00,136.6105815,380.7999279,13.45914229,319.7779099,320.7007545,193.5647213,171.4506851,615.0224774,Hazardous
Aundh,08:00,92.04628077,345.9161688,14.51237363,412.8977772,38.60912266,127.8186289,198.316854,415.8659012,Hazardous
Baner,12:00,171.0005876,71.26750681,10.3968435,495.0574081,324.985611,363.0027473,82.21535115,516.6327454,Hazardous
Sinhagad Road,08:00,201.387853,310.0834645,11.2898426,385.7275351,33.70186238,250.6784808,239.1197982,528.775572,Hazardous
Baner,12:00,241.5234305,74.3822252,11.64748493,359.5974549,124.7368578,332.8612752,187.7363751,492.2675669,Hazardous
Aundh,20:00,220.7456961,21.68513314,12.92994869,320.2933237,140.4414521,85.13933796,300.249947,397.0607318,Hazardous
Baner,12:00,163.3434272,326.8177421,12.32305935,336.1527781,293.9223628,383.1945758,66.38980318,629.1570149,Hazardous
Aundh,08:00,21.45687606,341.3143367,13.59549846,350.1404852,381.2453622,147.196786,61.20592058,489.8051392,Hazardous
Sinhagad Road,16:00,74.35814223,42.30445149,13.20678367,477.3731063,42.37260183,307.5399759,303.6198626,398.3043007,Hazardous
Aundh,08:00,76.54855693,129.5834657,14.91389356,368.6990913,362.4949862,325.3052372,193.0421976,558.4011154,Hazardous
Deccan,08:00,150.744754,81.29710984,14.67718616,396.5526632,25.94215862,92.6081901,157.4298812,268.6882331,Very Unhealthy
Kothrud,12:00,206.6262778,167.8544896,14.42776796,455.5194672,388.6443952,395.3247497,157.9054047,672.6054265,Hazardous
Hadapsar,12:00,15.78778376,265.3685111,13.22028119,385.2644141,316.8111372,20.79583304,246.4643864,445.8341069,Hazardous
Sinhagad Road,12:00,52.44407994,59.66392382,11.12130373,376.0787755,249.713919,199.9894706,399.688,491.8710004,Hazardous
Kothrud,20:00,21.33215245,365.4975461,12.13617685,470.0966614,219.5783766,21.39364333,190.5221141,421.2980931,Hazardous
Kothrud,20:00,242.4930962,21.07255644,13.30705078,473.2949995,217.6472244,55.25599038,346.7065163,454.8947427,Hazardous
Koregaon Park,12:00,17.09693234,253.8265352,13.31204434,368.2176741,93.87509715,38.1941392,158.4053616,294.0110771,Very Unhealthy
Sinhagad Road,20:00,73.75395814,24.33092406,10.36623194,311.3475624,172.3817217,169.971746,382.498972,421.8348929,Hazardous
Deccan,08:00,140.8961452,254.4705069,14.31551111,449.6630603,359.3853264,266.0181751,290.2015569,669.8013664,Hazardous
Pimple Saudagar,12:00,239.2806428,250.5458614,13.25323638,308.6135548,227.8017477,201.4302792,137.9708961,541.76795,Hazardous
Sinhagad Road,16:00,175.0458367,355.1796402,14.71296403,444.8702068,314.8766953,315.2984541,53.68265528,621.7546048,Hazardous
Baner,08:00,120.819074,385.0048631,11.50196317,499.2081085,294.0373263,285.0776948,322.570314,715.2565993,Hazardous
Baner,12:00,113.4801621,105.4101766,10.97549314,319.5926401,84.74542488,42.81286911,399.07666,383.7381395,Hazardous
Baner,08:00,28.44564693,214.8664259,14.74470968,489.5950111,371.59015,154.2938752,271.3745621,535.0300397,Hazardous
Shivaji Nagar,08:00,160.3444597,11.63025057,11.31763066,316.0348205,322.2357076,23.16504235,57.21916178,298.6149416,Very Unhealthy
Pimple Saudagar,20:00,199.3940167,233.8616813,11.59511652,382.0642582,395.2134659,254.4965616,81.26520296,593.7105807,Hazardous
Kothrud,16:00,249.2735448,213.4039743,10.288203,420.1061496,193.2805806,93.67045605,149.2946571,459.7498094,Hazardous
Shivaji Nagar,16:00,14.90626644,277.2941111,14.07401811,470.0969313,55.75302825,188.3636082,320.1447599,442.304905,Hazardous
Hadapsar,16:00,91.78100742,173.0409987,12.41211315,307.5686421,239.094908,314.0866889,182.7025563,512.7651929,Hazardous
Pimple Saudagar,20:00,24.07606353,23.91795944,13.01210418,373.1002478,148.9272246,352.7172201,336.9084719,456.285574,Hazardous
Hadapsar,20:00,78.27211394,259.2167712,11.59371482,404.6094757,282.646424,213.8139835,11.18523742,434.1609798,Hazardous
Shivaji Nagar,20:00,162.621183,257.3785026,14.51008081,398.5844163,165.7091589,370.8905888,100.7994593,543.2095271,Hazardous
Kothrud,12:00,161.8736856,141.1148559,11.40392178,377.9472788,51.45844477,63.75844104,370.2745932,405.643932,Hazardous
Kothrud,20:00,215.3049834,34.75042998,10.57950839,300.6222326,35.15752656,145.4853025,170.1768237,311.0170414,Hazardous
Koregaon Park,16:00,148.0369957,16.06645331,12.51063903,373.2928073,61.48932589,94.7930075,339.7732333,342.5901469,Hazardous
Hadapsar,08:00,187.0789026,115.7421864,12.28829041,407.9279816,392.8018965,113.9696017,115.9900811,475.0796246,Hazardous
Kothrud,08:00,170.9369453,385.8189558,13.7714202,438.4839115,289.9246669,347.8700799,51.67451069,636.8839995,Hazardous
Kothrud,20:00,65.68677961,206.9049298,14.503285,324.940104,288.1675915,379.4367661,244.9492467,607.0759418,Hazardous
Kothrud,12:00,190.4015418,108.99612,10.80723534,331.28766,185.0761821,229.8346109,19.63156384,377.7772446,Hazardous
Deccan,16:00,133.8717171,55.80317909,10.47978035,313.9735649,150.5836454,108.9406089,152.2955931,311.2271521,Hazardous
Deccan,20:00,195.1895891,384.2007855,10.61080172,481.494151,132.1882931,254.9130204,286.6307186,637.172005,Hazardous
Pimple Saudagar,08:00,191.8024851,389.3521726,12.49998908,474.5263454,50.83292437,29.80700085,190.9579158,438.8762384,Hazardous
Koregaon Park,20:00,150.7905457,303.018696,10.38012785,395.8352825,145.3643323,219.1050541,240.435575,539.7372294,Hazardous
Sinhagad Road,16:00,140.3106583,84.89209184,13.14250579,309.3270457,280.9104929,62.2411401,94.64463143,344.6420131,Hazardous
Deccan,12:00,214.7237697,82.22593577,14.67488288,361.1304162,347.5908779,34.79351873,97.48322359,403.0835457,Hazardous
Deccan,20:00,10.05571268,142.0495449,14.1231858,430.3888393,369.2676336,22.75416313,40.0274681,306.200447,Hazardous
Baner,12:00,171.358322,305.0439082,14.15873302,466.8406712,359.2864403,74.75374069,222.701145,580.7305111,Hazardous
Aundh,12:00,151.4042772,25.3246834,14.02435509,424.1293561,11.54389701,314.8034725,204.6645679,367.8948041,Hazardous
Kothrud,16:00,211.9606577,379.1021046,14.74268813,448.0857955,124.8991981,280.1921235,74.57688966,550.1081749,Hazardous
Shivaji Nagar,20:00,146.8158936,272.9151576,11.06518242,400.1560034,307.5418236,219.6195227,95.05424151,532.0385019,Hazardous
Kothrud,08:00,18.09826589,106.0703815,10.5645126,348.8796471,187.5107726,299.1039515,50.7252796,341.3188381,Hazardous
Kothrud,16:00,203.3911753,184.1551025,12.84533049,312.8678803,351.2382048,121.6583154,375.8042451,630.9688521,Hazardous
Shivaji Nagar,20:00,33.22765784,293.7780843,11.03349572,438.5586383,126.9371998,252.2921085,166.9402878,447.6211648,Hazardous
Pimple Saudagar,12:00,109.5867389,57.12026224,11.38053683,305.369468,222.176511,264.1266946,325.3296662,500.5504733,Hazardous
Sinhagad Road,16:00,160.0284284,244.9541145,10.65241889,382.1260402,293.8184218,301.3197808,209.9012511,615.6634172,Hazardous
Shivaji Nagar,20:00,193.4427636,111.3273556,14.95871556,478.8712667,352.1171374,397.3445787,119.7533483,601.9513074,Hazardous
Koregaon Park,20:00,128.736974,177.5010159,12.52017499,360.6224712,296.2525044,51.83899906,123.2836478,401.3267455,Hazardous
Aundh,20:00,152.4776741,298.1857693,12.91222632,491.4113913,104.3978524,249.7653023,324.0912321,577.3711415,Hazardous
Baner,12:00,86.13981482,309.7755982,12.75411048,388.0542448,63.51734978,392.5959329,284.5850906,581.0610037,Hazardous
Koregaon Park,12:00,208.4248679,149.3147012,13.35643743,406.0149521,83.62659272,340.818928,327.9991547,568.4485597,Hazardous
Shivaji Nagar,16:00,162.0492581,29.01598422,13.50380702,431.7471595,231.9752157,137.262383,395.8084114,491.5594333,Hazardous
Deccan,20:00,65.82073048,134.081677,13.4311777,353.5039285,382.6372153,44.09659262,224.8173218,439.1579463,Hazardous
Kothrud,12:00,197.7694485,85.68914456,12.44506132,326.3084669,314.3548158,385.8311329,343.5648401,676.0497522,Hazardous
Deccan,12:00,225.9097889,183.0358708,10.52453355,342.2318077,96.62640136,320.6052792,334.4370391,590.8317232,Hazardous
Hadapsar,08:00,16.51346575,206.7577955,11.94628669,475.9201916,102.5070914,123.9344363,59.09496694,266.3501647,Very Unhealthy
Baner,12:00,167.9641342,124.4543707,12.81589524,383.4050401,312.3491811,280.1366149,294.8386038,602.6873476,Hazardous
Koregaon Park,20:00,232.5670295,169.8929805,13.72798267,334.9746947,143.1785846,78.69772137,82.60921991,367.2007506,Hazardous
Hadapsar,20:00,208.9193924,304.939955,12.31747287,322.6990482,170.3556112,179.5009872,211.2158045,549.7833479,Hazardous
Deccan,16:00,70.37754439,114.7271638,12.76120443,460.5374274,243.6070359,105.7536222,366.6966817,463.3422284,Hazardous
Shivaji Nagar,16:00,187.3875933,55.96004651,12.09833947,321.6878462,321.2991045,283.2169086,301.1172449,586.5887884,Hazardous
Kothrud,12:00,106.6915667,36.19493696,11.76951541,339.7137505,265.6948634,106.4897289,331.0151443,434.8126356,Hazardous
Hadapsar,16:00,35.82819877,27.47482652,13.67880005,364.7338714,371.9519805,261.483909,291.2909008,507.6937078,Hazardous
Koregaon Park,12:00,200.3215695,305.6401236,12.29158889,498.681643,211.937628,387.084849,343.8249917,736.6961698,Hazardous
Kothrud,16:00,205.5667704,79.27913156,13.51993856,406.2188617,324.192337,152.9625822,46.28496591,417.6628321,Hazardous
Kothrud,16:00,24.62973289,13.89260844,10.91542586,450.972458,358.7260389,79.06088693,195.7171809,346.9286499,Hazardous
Sinhagad Road,16:00,16.12755259,90.34567347,14.75297934,422.1777708,241.6420885,311.4942015,118.4459261,403.7807004,Hazardous
Pimple Saudagar,12:00,103.3558752,142.2257173,11.5182492,382.2542283,216.6682624,46.32873255,83.68908192,307.6520839,Hazardous
Koregaon Park,08:00,164.7671072,297.7730443,11.58304937,402.331865,389.4362897,31.77474087,50.18815556,478.5527182,Hazardous
Koregaon Park,08:00,67.23864635,232.4693866,11.27755216,390.8944858,356.8073013,28.75849889,258.7173851,483.2731613,Hazardous
Sinhagad Road,08:00,15.09302673,324.5712515,10.05608188,386.6802034,24.55869172,186.2802244,162.0830598,366.3492089,Hazardous
Kothrud,16:00,136.3108844,202.6222481,11.92417201,380.2438139,255.2757537,352.7289384,368.6267677,669.7064682,Hazardous
Shivaji Nagar,12:00,50.07291788,249.4396096,11.5214775,421.7001097,267.7374069,279.4869077,184.4123162,527.0960566,Hazardous
Pimple Saudagar,20:00,55.32395602,72.87559297,14.83654334,369.3200862,56.5679142,249.4313346,385.7737122,424.8227983,Hazardous
Kothrud,20:00,111.9953303,315.5820584,14.23752191,353.4520832,163.3687634,73.49386445,171.2967806,432.1059205,Hazardous
Koregaon Park,20:00,49.12661319,391.452452,14.53819155,307.8344039,299.8739609,66.65408938,135.7459615,485.96473,Hazardous
Deccan,16:00,195.1192102,285.7570196,10.85161719,400.90641,315.9040749,334.4672996,278.6520762,715.8014575,Hazardous
Kothrud,16:00,163.5817305,38.34748505,13.4343018,392.5891898,201.7326285,307.7451744,134.6253739,436.450498,Hazardous
Shivaji Nagar,12:00,179.5108616,151.838654,13.01741962,416.8933359,158.8006679,81.97926995,379.2870459,488.7256693,Hazardous
Hadapsar,16:00,54.26672303,101.7778514,14.23623656,404.2262862,103.6005163,295.3543153,20.42885883,301.950369,Hazardous
Deccan,16:00,122.7519859,10.21385537,14.97100892,454.655167,232.7003816,261.3587528,127.683184,392.3250887,Hazardous
Hadapsar,16:00,166.9529552,345.1389855,14.35192901,499.4973126,247.9988615,50.27897187,31.22854502,435.1510885,Hazardous
Kothrud,12:00,213.7110833,280.9655152,11.73860516,478.4736877,37.37553714,325.3178068,158.6216743,519.7344135,Hazardous
Shivaji Nagar,16:00,89.65524606,155.3542292,14.04184378,316.2091698,128.9952719,216.495304,270.7296466,444.6566926,Hazardous
Pimple Saudagar,12:00,233.7254105,324.5735465,10.79008582,339.120957,134.0658026,308.1573193,141.9999429,582.0510967,Hazardous
Sinhagad Road,12:00,160.1554517,177.7210792,10.83147243,302.6183318,325.1174871,138.2554653,176.8157873,499.8641077,Hazardous
Sinhagad Road,12:00,80.1390561,167.0070062,14.29827086,364.6613982,127.8004828,340.9847293,295.9496577,520.2387369,Hazardous
Deccan,12:00,133.3935775,333.0817044,13.55526442,359.4078411,98.7684815,95.3920694,365.9037565,526.8250591,Hazardous
Kothrud,08:00,235.6962783,223.4595038,12.0675819,440.4231985,115.932054,376.9445909,23.20390995,499.6857504,Hazardous
Kothrud,12:00,200.4227357,318.4242039,11.56086916,312.2511592,279.2859495,123.3183763,176.0843774,560.3286906,Hazardous
Hadapsar,08:00,148.1241327,344.2283224,12.28958602,439.4093615,164.1743471,322.8921369,325.9309815,664.9645463,Hazardous
Deccan,12:00,150.1478874,360.1856411,12.07236095,329.580609,42.03985383,23.58287437,137.8929225,368.9969506,Hazardous
Pimple Saudagar,16:00,132.7201254,309.7400315,12.89503463,336.65762,273.3194799,240.3189617,387.8914107,684.8900392,Hazardous
Shivaji Nagar,12:00,126.1340899,266.2740366,12.55198577,477.3191757,252.7969789,379.0361539,96.92283451,573.1340326,Hazardous
Sinhagad Road,20:00,103.0505865,56.78853476,13.6953284,300.1117261,11.65898413,150.6725169,50.34358691,199.952433,Unhealthy
Deccan,08:00,80.51308017,351.9287326,10.51733078,313.152084,77.63879291,48.3960064,137.0702157,358.2907447,Hazardous
Pimple Saudagar,16:00,28.29445403,333.9583519,10.83339399,468.7213255,347.2194195,23.88846337,338.84243,546.9349534,Hazardous
Sinhagad Road,12:00,99.56913235,320.4731191,11.22570224,373.5669775,205.7828572,108.7382998,166.5304489,461.7726309,Hazardous
Pimple Saudagar,16:00,37.50288483,289.2679015,13.94447653,423.2163038,336.8818951,58.38813564,67.29813917,408.6139547,Hazardous
Deccan,20:00,49.74046794,192.1755977,11.68111218,461.7254669,134.6177968,195.6156486,107.6041093,351.5579224,Hazardous
Deccan,12:00,89.82083587,313.8403657,10.51375728,490.6363248,135.8422524,351.1400869,96.47964627,504.0753508,Hazardous
Hadapsar,20:00,138.8746525,188.3157879,12.23493015,344.1298047,177.5064633,178.4237994,384.0383261,545.8144447,Hazardous
Aundh,20:00,185.3454568,211.8698665,10.66908753,429.4121955,88.8023874,191.8002997,273.6869284,486.421557,Hazardous
Hadapsar,16:00,74.36424674,171.1246843,11.654616,397.4233347,345.1705913,238.7056082,235.8254964,544.2499294,Hazardous
Sinhagad Road,16:00,141.5383412,217.8484743,13.78245655,484.8928417,370.1995556,313.6635652,312.4790614,691.6469555,Hazardous
Koregaon Park,08:00,35.77505196,33.67214271,13.45160703,420.5868452,23.39570667,21.24627265,101.3082639,121.150326,Unhealthy for sensitive groups
Koregaon Park,16:00,161.6178078,149.2393386,10.88652557,371.2949457,144.7435835,191.6903085,381.1056599,525.0848747,Hazardous
Sinhagad Road,12:00,84.75912088,317.239104,14.37901926,421.9939983,84.75495917,296.2878556,273.4119559,542.605517,Hazardous
Kothrud,20:00,148.8994641,53.79731978,10.38487875,338.7913334,232.7602696,166.5148355,74.19524819,348.4684473,Hazardous
Pimple Saudagar,12:00,41.58518875,232.3541717,12.83499821,457.1429974,198.1096945,213.6056648,318.2617201,514.7932181,Hazardous
Koregaon Park,12:00,141.9694996,296.7234774,10.04472628,426.7224815,56.04973869,92.88024037,64.31043678,336.0114227,Hazardous
Deccan,16:00,223.5821622,321.8227501,10.64104063,462.4344697,199.7195971,366.172858,158.1318197,645.3556342,Hazardous
Koregaon Park,08:00,158.0174744,331.5959129,11.19808841,384.8736251,255.6606588,103.826986,128.6208079,500.0590084,Hazardous
Sinhagad Road,20:00,229.9611772,378.1216616,11.6426394,442.3725323,361.5421212,281.6443488,305.326888,789.9407377,Hazardous
Sinhagad Road,08:00,199.4282513,55.24931207,12.43539634,335.363102,364.1451129,120.9126911,369.675484,567.140822,Hazardous
Sinhagad Road,20:00,11.36378452,202.1593676,10.52400209,329.6879878,380.3372048,255.7168457,342.8247211,606.724964,Hazardous
Hadapsar,12:00,127.666173,144.4025352,12.75877727,389.4770653,170.6472354,289.2461273,76.01936566,416.7494955,Hazardous
Koregaon Park,16:00,65.25081645,119.2694762,12.21911335,369.4800834,207.856711,309.269378,392.5861964,559.3354024,Hazardous
Pimple Saudagar,12:00,214.0357317,369.5409017,13.05457086,306.4941521,227.2657479,150.9555945,152.9315967,570.4193571,Hazardous
Hadapsar,12:00,244.7153636,93.30915174,12.43687773,388.7241337,313.2709103,31.21792875,271.0623398,489.2247248,Hazardous
Hadapsar,12:00,241.0151144,134.6086365,10.84850723,438.4944749,200.5437912,97.84556563,21.11737672,358.4137494,Hazardous
Kothrud,08:00,170.5283981,321.7525476,12.34474438,364.5705358,71.13164723,285.2157704,352.627858,612.9728551,Hazardous
Baner,16:00,136.0010391,322.6748303,10.4256437,317.7116693,49.82642496,199.2971188,278.126116,503.3884083,Hazardous
Baner,12:00,123.7662903,199.5340373,11.83297288,393.7087046,251.9221351,48.05747005,91.47475188,369.2103152,Hazardous
Aundh,16:00,52.89703677,168.2096559,14.57497506,456.0253866,171.0408494,150.4387717,344.6351633,458.1857136,Hazardous
Koregaon Park,16:00,14.36162248,84.36176863,10.20146521,323.4153786,234.0228848,285.6876771,244.9516135,441.8942485,Hazardous
Deccan,08:00,85.87663137,90.94197778,11.04111957,462.7084684,245.9521977,221.9760962,364.8290176,515.8290799,Hazardous
Koregaon Park,12:00,169.8542064,202.4804849,13.89216694,348.0505645,125.1513769,127.3867225,155.7112132,404.1841689,Hazardous
Shivaji Nagar,12:00,151.4519247,189.8628741,13.55638509,376.2295329,302.2973011,186.592504,147.1599277,502.2386509,Hazardous
Hadapsar,12:00,26.07263377,68.07635913,12.13969316,386.2541746,217.1639494,310.713225,98.26178611,372.2836699,Hazardous
Koregaon Park,08:00,213.3967236,281.291941,10.43343533,465.8537698,106.9545937,78.79532545,234.506455,467.9059547,Hazardous
Aundh,20:00,33.23751349,165.7502955,11.60060244,497.2455694,371.4037779,118.7050633,220.0143617,466.1561084,Hazardous
Shivaji Nagar,08:00,23.81640973,26.55336829,14.72279233,308.1692401,83.87032312,101.9279308,77.8791933,171.7464049,Unhealthy
Baner,12:00,72.43516989,132.114439,12.36495683,331.3867727,100.2923514,316.4201984,166.9616751,406.4768737,Hazardous
Hadapsar,16:00,164.7601666,168.4219592,13.28833178,402.1013486,341.2627946,148.4041559,86.66401759,468.0448787,Hazardous
Aundh,12:00,137.90596,294.0007022,13.48881111,389.1929143,135.0396593,272.069417,398.5362856,632.2648232,Hazardous
Shivaji Nagar,20:00,238.0876137,55.51507279,11.58651881,448.1620237,19.39398205,318.4695763,222.367061,438.5031717,Hazardous
Baner,16:00,113.9554517,57.81451951,14.04408988,320.2604728,316.797402,17.99567386,238.5990131,386.62512,Hazardous
Hadapsar,12:00,114.3669005,91.69052188,14.98679218,369.2172552,274.2321803,128.9418639,145.6843308,392.4446909,Hazardous
Sinhagad Road,20:00,21.52452862,145.5940058,10.56264692,334.5171857,326.3563215,295.1624044,359.7388388,584.7506965,Hazardous
Aundh,12:00,202.6135454,332.4609924,11.94645244,459.96067,352.3376346,168.3285883,40.41541528,560.0245404,Hazardous
